"E10.5"	"E11.5"	"E12.5"	"E13.5"	"E14.5"	"E15.5"	"E16.5"
"Rabgap1"	0.362400339452225	0.373444913549715	0.564794108678981	0.531073628423197	0.523017998894591	0.538762787697237	0.447791589468743
"Mga"	-0.213095024398754	-0.443358693625242	-0.521803370476782	-0.643166486118663	-0.680007225189961	-0.640787416713561	-0.669681446877192
"Arhgef10l"	0.176094688767694	0.300481499296794	0.547668373634501	0.577526779833011	0.521286409552346	0.61494137383356	0.560286678072597
"Mocs3"	0.316220225488298	0.419853888864861	0.414515430259989	0.412173992826464	0.367417103622113	0.374115324237508	0.190847553194185
"Las1l"	-0.238554980709502	-0.439882242664403	-0.663065996311332	-0.707632287997523	-0.820455494825868	-0.833740511532028	-0.993375626281757
"Arid1a"	-0.266271935702271	-0.308000490245867	-0.411793786488936	-0.462577395559414	-0.522604543609052	-0.617801280780757	-0.721486267392706
"Kalrn"	0.181533163439974	0.224845966201055	0.532960180339636	0.453085977334148	0.316782384526217	0.498587972351345	0.321917977470051
"Arid4b"	-0.29587650280126	-0.434460259004783	-0.531247858703345	-0.642418770550229	-0.65803008975891	-0.733691159450718	-0.882074800475394
"Uhrf1bp1l"	0.0301697641856116	-0.0934749436744475	-0.0531953973462933	-0.0163166258699228	-0.0538777269710291	-0.159269632610012	-0.250208097895015
"Dennd5b"	0.0034398842820309	0.118019795218316	0.177108384254005	0.0787242880651498	0.0311757487921334	0.0627413078376726	0.0857609365967633
"Kansl3"	-0.152952563753281	-0.307805330624856	-0.25461559754099	-0.356546044712957	-0.368261959552999	-0.356215483674962	-0.569672172376585
"Trmt1l"	-0.269860326037026	-0.468577691684398	-0.609445993465101	-0.689607881828838	-0.696837683896479	-0.809278757937875	-0.798974855831368
"Rsrc2"	-0.174471237681985	-0.297469420707927	-0.13823619606681	-0.434910097341682	-0.465892743120399	-0.518392858524777	-0.31515362435368
"Chd6"	0.121620757253847	0.159811992216879	0.290810472809993	0.22896076612153	0.308019726597465	0.225651092953822	0.123074367430542
"Tbc1d8b"	0.375827429050293	0.818376589081005	1.00986945383273	1.14843660105149	1.19433026008014	1.21706362067646	1.08365642810226
"Ralgapa2"	0.41994568173185	0.294295677482996	0.365747376830758	0.523407077173971	0.324860367496115	0.330529586739011	0.100475428869894
"Odf2"	-0.339589128436558	-0.579832638553111	-0.497207401707787	-0.724450668575987	-0.604394792857587	-0.688040060371399	-0.619689792802074
"Cercam"	0.0682865400136627	0.21269040555158	0.224169003079073	0.147715582279105	0.120471392268353	0.0910718129333077	0.0502212465843783
"Ttc38"	0.580068864158548	1.02125491154246	1.43307449940218	1.58118857309746	1.72242046313005	1.9068441372927	1.94001016017796
"Mtr"	0.381988847188747	0.515687357788941	0.639860401995069	0.553837226652991	0.476952925450995	0.386383414499488	0.219808082669051
"Exoc6b"	-0.279482882446349	-0.317176783209867	-0.26854047679431	-0.255956252913698	-0.381527519718375	-0.434136960739284	-0.457474928520323
"Mipep"	0.207531896215297	0.374230779000275	0.326931199313847	0.32700069651192	0.371646294393194	0.37179156066593	0.418991246430291
"Phrf1"	-0.0201101237725929	-0.208724905725536	-0.172883448729024	-0.276869384887274	-0.256327553710594	-0.244468660970714	-0.243793065658718
"Armt1"	0.628134106457974	0.875430528655336	1.296268069301	1.25807424789351	1.35026815656008	1.34248833701421	1.40941383100648
"Rabgap1l"	0.666550579230748	0.953912770965033	1.30438317211845	1.44573568683237	1.49882958610532	1.48626998538771	1.53963481570843
"Mmrn2"	0.143690366955017	0.13478920317052	0.202007530326132	0.244611465339169	0.270086991798983	0.26572071063833	0.222843342291302
"Dennd4c"	0.0882800336245282	0.124843038250059	0.301011654176619	0.39776081355701	0.495671035767057	0.740886419507579	0.585801593199289
"Wdr76"	-0.28051605345221	-0.494959470470853	-0.788967552520599	-0.867573038660588	-0.970208400963841	-0.919327048317424	-0.927506610936518
"Arhgap31"	-0.0548156073446648	-0.194859093052457	-0.332130808194933	-0.418501112265641	-0.37521156062984	-0.225545515543757	-0.311385904499417
"Dpy19l1"	-0.16688123279199	-0.160036035954715	-0.294696550692933	-0.377093175269355	-0.428244177335387	-0.544855321180073	-0.824332694840749
"Itih4"	0.196624730603826	0.242027620179076	0.407996685224784	0.548071582953142	0.893661851459782	1.43515937879448	1.74482327047616
"Thada"	-0.576218623890423	-0.626098541746543	-0.680192657786325	-0.709413705275512	-0.739240557163505	-0.759653331066314	-0.910913336579746
"Ptprs"	-0.193504029889404	-0.0825366156831073	0.0440027429865104	-0.0216620069636342	0.00616841026674209	-0.0445374870540292	-0.213102820158564
"Usp36"	-0.239384064634532	-0.447313231530028	-0.263975563344939	-0.226010210330511	-0.0738200200269148	0.00300510032330337	-0.252747706037706
"Cisd3"	0.157624824775816	0.156969118062513	0.30081896272236	0.277968478159337	0.190565183142699	0.311560670598741	0.625438197901378
"Slfn9"	0.495317148832171	0.499537244245708	0.460619839963105	0.359343028762741	0.206161613937432	0.108237959559432	0.0250976810853487
"Kif16b"	-0.16431910757785	-0.0885035192170527	-0.0464100094544193	-0.0873994270452023	-0.0918197255002937	-0.0251461699076465	0.0132320412623486
"Uprt"	0.452595079204688	0.499886645059672	1.06523061638042	0.685620718490522	0.946908075582275	1.14865502959909	1.49514596501509
"Znf462"	-0.105052042521848	-0.378663953718792	-0.435281533982657	-0.57803560396394	-0.64413379123507	-0.685877108091248	-0.686762347803644
"Zcchc7"	-0.631745703969177	-0.795747410543926	-1.05660418868381	-1.05136769113847	-1.20941698245583	-1.16919099819197	-1.72080286089703
"Akirin2"	-0.000707694331815389	-0.351090701448189	-0.34096376252473	-0.463701462114063	-0.36426574583038	-0.607138605094621	-0.715729603143398
"Nhsl2"	0.200283964882782	0.296866195463032	0.392031596437608	0.366524152907651	0.401140917747469	0.393900902135339	0.32100821381632
"Tomm5"	0.527148264310544	0.868111999525908	0.197722366708525	0.0195920677839219	0.128903181009218	-0.105358375722126	0.061638670805479
"Nfx1"	-0.286671684632619	-0.510512633762872	-0.593868046113286	-0.73157781236155	-0.838650277126018	-0.822879793933609	-0.857620471215359
"Usp24"	0.109544409069432	0.182560069550423	0.233834783706069	0.244717029485258	0.301530934743603	0.32889336046755	0.250288790241761
"Otud3"	-0.209738388855168	-0.578218402119655	-0.41692458545282	-0.570506336472171	-0.540109227449015	-0.452645228771226	-0.525570405563977
"Tmem245"	0.298701893055686	0.174385797569919	0.272451569804694	0.276315438298575	0.270004977721314	0.25790565496786	0.424280281342963
"Thoc2"	-0.191645651299137	-0.295311529096562	-0.477484784949631	-0.624874995042408	-0.681146530116585	-0.786948780825607	-0.832170975609092
"Dlgap4"	0.557494755982312	0.639951756516602	1.03336037915599	0.964588555058679	0.906159811229152	0.927373613167028	0.766669744419431
"Triqk"	-0.0327495655686647	0.376484894429419	0.326046171021163	0.225368530797942	0.40293572724317	0.516911225973315	0.716172345835355
"Cad"	-0.0127649575322621	-0.0886604943564109	-0.199372411697336	-0.286093013235455	-0.356375952011842	-0.439529113595015	-0.638059463207373
"Ythdc2"	0.121869028277317	0.111812632123833	0.117280522960176	0.027164805575655	0.0608775648876119	0.0637960503314758	0.14101740635887
"Brpf1"	0.0378757652534922	-0.0536931034411943	0.0146912345857224	-0.142652136632062	-0.258372570807815	-0.188214279314213	-0.368907834933232
"Otud4"	-0.702417090770449	-0.91407388181516	-1.07307980224772	-1.17305143525309	-1.14744814016885	-1.18998365304473	-1.30588136208344
"Rrn3"	-0.148049111929481	-0.417625684751965	-0.58564263267407	-0.32592197372049	-0.363875670912613	-0.748425197885181	-0.561605656959088
"Gnai1"	0.163721301903237	0.123205197595226	0.294794247305035	0.220042251483566	0.246717471439457	0.246774369438857	0.154427981589073
"Ptprb"	0.339330017046345	0.103682595383404	0.251752785524607	-0.267675000070605	-0.10933553851422	0.0145064212094699	-0.332229468979291
"Otud7b"	0.227823553925493	0.251436318208444	0.36733075653769	0.306258276414052	0.31968377451182	0.415639582052414	0.322791548916662
"Ep300"	-0.802042349937953	-1.05229564282901	-0.978032237759031	-1.27416955226821	-1.26927302950048	-1.3369715792028	-1.33102147497776
"Tut4"	0.00462812789528755	-0.117114964535556	-0.149513055583704	-0.34895601755386	-0.440172133834359	-0.485022520606837	-0.544143559709081
"Trappc11"	0.0253299208525029	-0.0215110356285813	0.0121449518191135	-0.105448648572853	-0.123052460837435	-0.0559472415948683	-0.0151861550313015
"Ankrd44"	0.340540253929174	0.407869402375844	0.587757318215203	0.468091048285082	0.435674744288196	0.592864100009397	0.507042715022095
"Plxnb2"	0.0515063148934765	0.0872574286265504	0.158922462020989	0.177446792266096	0.194137002602403	0.224593836628088	0.175778860272015
"Rbm25"	-0.0261990444204692	-0.230433729142511	-0.247112722819203	-0.343090936425494	-0.359661048517218	-0.401425299604568	-0.505423726784489
"Xpnpep3"	0.0291464415411049	0.0835445300762174	0.039582146914821	0.0511930023035738	-0.0379059520028733	-0.00680441435732604	-0.0368504585652509
"Kif7"	-0.238175441020257	-0.674863173961629	-0.507932798388584	-0.694240524237017	-0.989569600028439	-0.895319256780912	-0.954682181199052
"Itga9"	-0.215519945570058	-0.369079546062068	-0.29837586143584	-0.264239872672995	-0.248272502255677	-0.259486097232539	-0.290227687322869
"Qtrt2"	-0.266916291590913	-0.584888708303399	-0.408058576482283	-0.409130624797442	-0.506549085624997	-0.597369779894791	-0.609293439742117
"Pdzd8"	-0.421971395257412	-0.456529567749076	-0.498906247497533	-0.612822459374069	-0.63664239974155	-0.650707546663408	-0.626318482592147
"Osbpl8"	0.095049778835044	0.282669070697647	0.523742277343764	0.763889644212629	0.98188087895274	1.02358467786208	1.1189767143113
"Dnaaf5"	0.34196758666808	0.292520540645178	0.324295285475291	0.249830021488375	0.186182136404891	0.116669685016412	0.00115728939980997
"Tmf1"	-0.0203422117854153	-0.141052870999008	-0.153042306212978	-0.323561624896552	-0.382560024293319	-0.408455843456188	-0.318408178915281
"Arxes2"	-0.138678569868397	-0.286603805244035	-0.373464957367847	-0.477777745437834	-0.617168317812578	-0.692883408935323	-0.813065004003796
"Mfap1b"	-0.0750882200308531	-0.346762300407399	-0.201161483205585	-0.389771356025072	-0.43775737255304	-0.53357655998531	-0.5446661294751
"Rnaset2a"	0.112371757381119	0.129490004611171	0.172849911923485	0.214544117658843	0.201915228153627	-0.0196402013819181	-0.222454537561404
"Zbed6"	-0.0299807165995833	-0.0657943064413171	0.268675018185327	0.0479638486116194	0.146149354552415	-0.0159845476930833	-0.104838223975026
"Akap5"	-0.359610593485289	-0.853386506767762	-0.902620108211678	-1.13584225726729	-1.33383804736332	-1.47219751318512	-1.60569941077206
"Hmcn1"	0.000623331579632236	0.347724299457582	0.767104698700894	0.872003323191848	0.829280268690592	0.897222858436887	0.759304821854652
"Samd1"	-0.413106629330667	-0.387793169159224	-0.397612645603601	-0.495526848301576	-0.569066312137156	-0.51635517456052	-0.633693548011642
"Safb"	-0.177815515304228	-0.266554463634272	-0.334382791537969	-0.396662648819525	-0.403137760385277	-0.432133043347505	-0.46949435826286
"Obsl1"	0.229786210253273	0.337926964509116	0.311158048417308	0.346165697997549	0.336965038046586	0.33379146721073	0.320130151892197
"Mthfd2l"	0.259061152461904	0.346177172350945	0.448442985070017	0.498134697348156	0.549997091972664	0.464115174244551	0.507622241030386
"Ccdc6"	0.0554208705552419	0.072796618276076	0.178415555065559	0.120244123757001	0.117118943576351	0.0280040569449866	-0.119441205813171
"Ccdc8"	-0.0642798932244517	-0.0455931943628727	-0.0898714637221687	-0.184489775251674	-0.22674172441199	-0.199624634992841	-0.321122944313515
"CEFIP"	0.135242778266946	0.078934441497168	0.00777841450018002	-0.0137541140085915	-0.00546126045145456	0.00400264308419551	-0.0432928402195323
"Selenon"	-0.0435425879263107	-0.0380128103329653	-0.00610525811041285	-0.0850622987185368	-0.144184702182542	-0.226329485292375	-0.300835185155631
"Rbm24"	-0.554999358753157	-0.829713118688925	-0.817548519537144	-0.912398269446442	-0.846111841290845	-0.854507721487423	-0.896872056127624
"Ptrhd1"	0.289075519282743	0.694238101621767	0.920567422264632	0.995226271723816	1.05453245869828	1.07785894885253	1.0822577397383
"Bin2"	0.740197798892698	1.07874272261681	2.04535794938418	1.54110248847299	1.272498519252	1.44088874665234	1.09032168448583
"Gls"	0.134769061370243	0.304992739098079	0.49891048487639	0.321309176811678	0.370564890477706	0.229881618744859	0.191380355251813
"E0CYV9"	0.0485835873773084	0.260094357445894	0.453682782050389	0.662154292268564	0.743784635476079	0.879663145930198	0.996290299928617
"Soga1"	-0.0370525251541807	-0.00957931247537402	0.106497712584687	0.0441650618631861	0.0565059443499472	0.106313463397022	0.0511558946598676
"Piezo1"	-0.13230168145969	-0.240957850886584	-0.347178545283349	-0.488237631236029	-0.479009555348288	-0.585837329630049	-0.630133805824929
"Fga"	-0.205958346275427	-0.2233930436131	0.386080041626663	0.647701650576199	0.46153522693659	0.695498542775706	0.670131823045278
"Gcn1"	-0.297678320042024	-0.512610033779549	-0.751532633932818	-0.791844251716057	-0.896292895571136	-0.972192363294472	-1.0504962603878
"Ttc17"	-0.344244372355838	-0.290046010803046	-0.400986798269649	-0.570942189771909	-0.58040424210224	-0.610694567763701	-0.763044256183306
"Dchs1"	0.245997987229718	0.335169475739413	0.489586045005886	0.415738795147654	0.345684100758241	0.341458302093347	0.265615589967997
"Mki67"	-0.102176365792005	-0.15148406415441	-0.387782816833425	-0.692377978257429	-0.869210471490877	-1.12861913833002	-1.37888765213907
"Sbf2"	-0.128186863758913	-0.191938927885982	-0.0653423587331972	-0.115247942557311	-0.0620898216593204	-0.0142564061812891	0.0635822601144085
"Ift140"	-0.0376488420084193	-0.108483582592111	-0.0808853588349301	-0.160394256735184	-0.222113834546249	-0.263245557891029	-0.210869932718882
"Setd1a"	-0.290848788311749	-0.369421561697457	-0.505902399830362	-0.635452530875568	-0.71998141621669	-0.7755529931773	-0.904685177338337
"Znf568"	-0.529786133488166	-0.753940486525021	-0.861358399770403	-0.99564700236466	-1.05908002750656	-1.29911766095206	-1.47195992786973
"Prr12"	-0.261951151476445	-0.328686348169864	-0.262547584594728	-0.328280327158442	-0.371596555678458	-0.493135722106782	-0.575172887798171
"Ascc3"	0.0087168164775413	-0.131719526460685	-0.265162562218894	-0.404855360462651	-0.515989251110256	-0.588529895119024	-0.607030774992101
"Chd2"	-0.116979337240693	-0.214878716349613	-0.285077198802959	-0.299164753522433	-0.32809314207703	-0.381341617911161	-0.405855035294813
"Irf2bp2"	-0.00958799948643119	0.00390314664722524	0.0383035734989505	-0.0697322676786989	-0.0877646747553804	-0.0179885168462341	-0.130836989039885
"Ice1"	-0.255587278843137	-0.449889138654216	-0.168903752475025	-0.571445431134713	-0.432435276571205	-0.655332218366263	-0.677692595199007
"Cep350"	0.00385760119139178	0.0357271989549659	0.0388862575462028	-0.143068568883752	0.00350227364189237	0.20105620491346	0.325603921895741
"Akap13"	0.0750620958525055	0.276773510140881	0.389278004139154	0.357506854451806	0.377416067056362	0.371038816991639	0.300520743981664
"C2cd2"	-0.0516196047323589	-0.108082412056383	0.0103412359496389	-0.152059804093675	-0.103533384734913	-0.0807409126401701	-0.113681642851081
"Pi4ka"	0.0227409408798245	0.034075507340404	-0.0348896201384576	-0.0161828197576064	-0.0211466800708884	0.000425742678491048	-0.0773504541248649
"Ryr2"	-0.0380596119308123	-0.0470389930669661	-0.168316342132279	-0.221995325581346	-0.181239989176518	-0.0847507558254392	0.0269312623251317
"Apob"	-0.860342378528639	-1.05231535028513	-0.743881650285626	-0.820424654772733	-0.905253669240071	-1.07535132146692	-1.37580859678931
"Ankrd11"	0.0616343682301377	-0.171611044446404	-0.128762321925922	-0.213239919373908	-0.292795097029995	-0.251201917189114	-0.399715241619759
"Arid1b"	-0.142855696220852	-0.144273718590476	0.0425003897166505	-0.0324855965666337	-0.149718572688307	-0.125730180879476	-0.209724274456551
"Acacb"	0.579219425556083	0.871929831578964	1.12563534898692	1.28692787103781	1.48913453207175	1.61619978654598	1.74683582370364
"Rnf213"	0.589531906425002	0.568906204307559	0.544310489836175	0.460689324355908	0.499124574222233	0.465637560572372	0.44296534379432
"Dsp"	-0.182316160248092	-0.326463005707069	-0.385794071305703	-0.327059021680473	-0.268984370089285	-0.155805867041263	-0.0264986600499881
"Nolc1"	-0.538926169375994	-0.85414370962344	-1.23831409018648	-1.44093283177175	-1.62216368566568	-1.77335384413867	-1.95164860567767
"Setd2"	-0.226786016285303	-0.409002234046735	-0.441690868954044	-0.572140634805905	-0.590075736749281	-0.665802251525875	-0.825642771403853
"Kif23"	-0.468963955525119	-1.03109034134983	-1.18708080575351	-1.26323978216557	-1.43096531149854	-1.59656109653888	-1.72171068792728
"Ythdc1"	-0.532567054806304	-0.663803677402719	-0.868952201947039	-0.910698832129846	-0.958115183644363	-1.08015852862556	-1.27104109340888
"Myo1e"	0.290986042721606	0.318321941037496	0.312730387853016	0.305577998670046	0.30229382217922	0.278602959402679	0.374362394464207
"Ccdc85c"	-0.292598462661804	-0.716878234168426	-0.630319349342955	-0.932238502613338	-0.887075367072601	-0.868814738004996	-0.809512346848532
"Bod1l"	-0.16116680219211	-0.295048313214295	-0.288172796540209	-0.477883226039129	-0.506020085950677	-0.617030080708897	-0.671890067973155
"Ttc7b"	0.0519735844096054	0.0319004189066554	0.119582032532296	0.161603625068317	0.205955550764592	0.184315659133965	0.21877046172601
"Ube4a"	0.0975414914864601	0.0218658820350015	0.0357427061409687	-0.0257621373192194	-0.134146889240203	-0.127400362175631	-0.260853972259731
"Zc3h13"	-0.239445094249554	-0.493640238499093	-0.569637713908524	-0.71415036007134	-0.842122353660692	-0.837630243785096	-0.933564364957846
"Arhgef5"	-0.0217361953636228	-0.0160305804662535	-0.11657309420324	-0.188768992238899	-0.201394648516313	-0.18686198080923	-0.0592977682298965
"Arid2"	-0.344822246263128	-0.468655194472447	-0.539653547417611	-0.671281422232926	-0.865751771303714	-0.891858065857708	-0.961013663549235
"Numa1"	-0.161018760472889	-0.118807418775223	-0.134639532366986	-0.181387219370883	-0.207755323066294	-0.231251063031642	-0.375952296964066
"Heg1"	0.212494514339859	0.339954734875977	0.315599646465841	0.45011684739687	0.411764855513038	0.360140176776198	0.397639429729349
