"","e9-set3","e9-set5","e9-set6","e12-set2","e12-set3","e12-set5","e12-set6"
"ENSMUSG00000051951",5.05703294344167,4.99233129972187,4.95702943747897,5.19839885901096,5.41808176485786,5.08288302857632,5.27082558176749
"ENSMUSG00000025902",7.85602196080783,7.94122686426956,7.93786969559414,7.7099616207021,7.71061160631096,7.84486779211593,7.72346494184744
"ENSMUSG00000103922",4.43354010853824,4.33184858040605,4.32447491949424,4.35423457333724,4.5225979063044,4.40586323796566,4.44877107712003
"ENSMUSG00000033845",11.2790214877898,11.1432505262357,11.1641217240149,10.8948010112287,10.8918035966199,10.9268810952932,10.9301976487671
"ENSMUSG00000102275",4.73743829017792,4.57917973322922,4.54241314017214,4.52668671295904,4.42162444567861,4.53359874409574,4.39522121087729
"ENSMUSG00000025903",12.0123965797649,11.6928750317946,11.7050530081252,11.5867079316779,11.6634516514277,11.6408683162747,11.634360431964
"ENSMUSG00000033813",12.0495897367336,11.9801876782412,12.0141582390526,11.7639136727029,11.8928349713793,11.8234997524601,11.9628910818838
"ENSMUSG00000062588",4.91429137537222,4.76341429468228,4.81514048495615,4.85394636012923,4.90923037111382,4.79077675342639,4.92946612919035
"ENSMUSG00000033793",10.9011834578119,10.7315042796878,10.7675984314946,10.7362263877764,10.667829977719,10.6272039599224,10.6777432503199
"ENSMUSG00000025905",7.13516510071813,7.24090924904431,7.03086659426759,6.67269720172854,6.66600233611627,6.55974112975464,6.63065707471927
"ENSMUSG00000025907",10.8036094828794,10.7919169338749,10.8335016706179,10.8720748323161,10.8159782667384,10.7506328387035,10.8271755553774
"ENSMUSG00000090031",7.41256594387531,7.3992891052333,7.551794575264,7.29618400746696,7.10893342744157,7.20462858740896,7.09580337072575
"ENSMUSG00000051285",10.394023275677,10.3807334143517,10.3244451074222,10.5418961650301,10.5873091401428,10.5470490100173,10.5776927568564
"ENSMUSG00000103509",5.281161794705,5.75416082004195,5.7988382392633,5.42328363609609,5.61354958050235,5.38609444425542,5.58507267315303
"ENSMUSG00000048538",3.43828176437327,3.43718049411846,3.43880421219232,3.3679132846713,3.39096187583941,3.43050814417171,3.39602407790887
"ENSMUSG00000097797",4.48039280129442,4.39536274711566,4.41397552550589,4.47378105215068,4.3510013516108,4.38137429053168,4.36116831356863
"ENSMUSG00000061024",10.9239211235693,10.966442765249,10.9248841796281,10.4021989549783,10.4577560682329,10.3880923923139,10.5069207795918
"ENSMUSG00000025911",5.46667924863775,5.40429860156575,5.36444830842669,5.80546559726139,5.60209608478337,5.6448411279811,5.60663618999718
"ENSMUSG00000079671",3.25970560743751,3.27160177407378,3.29065678313566,3.37385122619524,3.30207233666325,3.28275595298568,3.34839568793363
"ENSMUSG00000025912",7.94546736150079,7.81280946580377,7.91636804429712,8.09481110459985,8.03042703901932,7.92666268422036,8.0882168311004
"ENSMUSG00000045210",10.5196860663287,10.5375320657195,10.6243682881369,10.4720194006409,10.6041439140363,10.4114331531192,10.5187790482541
"ENSMUSG00000097893",5.08524479251078,5.34350849369638,5.26480996777006,5.24166466821377,5.29551001455483,5.36122740374401,5.26836931736521
"ENSMUSG00000025915",8.82313375370515,8.74182208763926,8.58741642045918,9.21040905065846,9.11014382354069,9.25131298716634,9.20454283493526
"ENSMUSG00000046101",4.73035635110197,4.73183646395933,4.69063345680119,4.6506541194505,4.57972466076609,4.65606689101882,4.62409257397428
"ENSMUSG00000098234",9.5403425062831,9.45693204107408,9.41455950622455,9.32376888254107,9.20246551745836,9.29576223148002,9.05610191749598
"ENSMUSG00000099032",7.96616950681419,8.01703068896981,8.07772252710746,8.14530090214522,8.17775554117771,8.11350068671825,8.14560154642519
"ENSMUSG00000025917",12.1887881036341,12.0879932503236,12.070554811538,11.9401100347288,12.0026889140506,12.0644903410559,12.0343736866058
"ENSMUSG00000056763",9.79281593246424,9.89467883525141,9.92771406070899,9.69950298278366,9.67437004557897,9.60091073693513,9.67433187714816
"ENSMUSG00000067851",12.0258334961831,12.2306034498525,12.3236045365464,11.8090171236091,12.0033843603685,11.8260414648579,11.9191901217569
"ENSMUSG00000048960",8.97611573502495,9.20784736511758,9.38643867820031,8.84144626022506,9.17803206883715,8.90165568785455,9.07132620419228
"ENSMUSG00000057715",3.52894465753384,3.4479647531874,3.4197073738361,3.56871502048702,3.5883416830107,3.48369008930464,3.53631423975487
"ENSMUSG00000016918",10.4943527767188,10.6213502080778,10.4890041356252,11.459724825238,11.7290625284372,11.7516668826895,11.6940216286524
"ENSMUSG00000025938",7.24633995071175,7.52422906477557,7.30313271294615,6.97443522114813,7.24192317737727,6.94891685171236,7.1264057260098
"ENSMUSG00000005886",10.9792144267044,11.4056366447764,11.3744361061535,11.0105387282897,11.3014635587707,11.0987102986316,11.2787650878518
"ENSMUSG00000025935",11.7823523334281,11.5814254911186,11.5838051586888,11.6515064337722,11.6291826389024,11.6721603051463,11.6317954909623
"ENSMUSG00000025937",9.91711461046779,9.8751360874384,9.77436907467573,9.67599613651026,9.69879157385024,9.86876434947399,9.70507799993098
"ENSMUSG00000025932",6.1640578280083,6.31667801005216,6.29906848944974,6.42340851566499,6.32962966329904,6.49086885984336,6.45570185475466
"ENSMUSG00000025930",3.16298314186833,3.18303122906845,3.16352505249111,3.28787667877523,3.31583764094038,3.27404141156969,3.30405603190124
"ENSMUSG00000032769",3.82038918697504,3.83172235607549,3.82205367906255,4.06225821099998,3.99523452196546,3.98474991771241,4.04748760557078
"ENSMUSG00000092083",4.39274771547545,4.53758984755899,4.4603697958059,4.51440407253252,4.62417568127983,4.49534178051781,4.45427383864574
"ENSMUSG00000025925",9.6445467276259,9.55349528653644,9.50641214882125,9.37565312551258,9.30147266751181,9.41017540580137,9.30260732974038
"ENSMUSG00000043716",14.7838657907281,14.7094972408398,14.7049273032164,14.6027534825447,14.5508449819798,14.7175321944953,14.5470378561577
"ENSMUSG00000025921",8.05923815876202,8.04827744188974,7.94351079448274,8.31528702798168,8.37020599835443,8.23892537294776,8.32244291466054
"ENSMUSG00000025920",9.92280952404193,9.86704115091938,9.85544894202322,10.209730279575,10.2361054892254,10.1996797695123,10.2701282571785
"ENSMUSG00000025939",10.1407720364971,9.68582514305598,9.77375914191439,9.98315996636861,10.0742761867387,10.0687388023867,10.0191762752993
"ENSMUSG00000079658",12.1331137816378,11.7939278818301,11.7921527060042,11.8274089449675,11.8466566593451,11.8992901311938,11.8203869049342
"ENSMUSG00000025940",10.7724134858061,10.7351177939799,10.6100527552897,10.85142937899,10.8205575994426,10.8729110058766,10.9441088732317
"ENSMUSG00000025779",6.37695776577382,6.13281170361374,6.12242040355235,6.44348544647601,6.54050828106503,6.57366459741214,6.34936322161967
"ENSMUSG00000042686",8.64324509519611,8.76212652102411,8.7208658765383,8.7292823068999,8.90718588842791,8.7452311634423,8.9703661253817
"ENSMUSG00000025777",5.14231589026436,4.92460672861792,4.9442398369613,5.16859716097471,5.13890550202935,5.13662702804944,5.00037884980096
"ENSMUSG00000067780",4.86905477075079,4.9569073325645,4.89950203713988,4.86052928515813,4.88049602411011,4.96068751120979,5.04089436334178
"ENSMUSG00000025776",8.24832631071917,8.34015349234552,8.27631763741124,8.55154796081293,8.45681965004833,8.46054377525814,8.58489493377599
"ENSMUSG00000041859",12.6746439917565,12.7324523989376,12.7797073335379,12.431480152962,12.2960524704472,12.2577222299279,12.4406111822175
"ENSMUSG00000097934",3.52971574502983,3.57774406379974,3.4815001344296,3.58804968189956,3.55921577023317,3.5356369528359,3.5484966850576
"ENSMUSG00000025931",7.96868695000288,8.02234063839888,7.9013494596908,8.31708831621671,8.4508196923386,8.28525989592782,8.47687813718015
"ENSMUSG00000041809",4.58173939551658,4.58056899215791,4.56408099586652,4.7620994965968,4.72400143961797,4.77113754476976,4.74646200055988
"ENSMUSG00000041779",9.40895390788979,9.50329968352639,9.51386147949858,9.58187022377223,9.51071266967753,9.5352959821066,9.57551806653892
"ENSMUSG00000025933",7.70675351183799,7.49654795569452,7.55523685356621,7.66498913048459,7.60251112487275,7.64482088990594,7.52017939167244
"ENSMUSG00000028033",9.35112676757621,9.59251863612954,9.48703406118632,9.35141313840288,9.44983249288174,9.32376699311629,9.51738057544447
"ENSMUSG00000082935",3.79240909719032,3.72677845155431,3.74566627465275,3.6986484802613,3.73612466155395,3.78136331038288,3.77461678561013
"ENSMUSG00000097109",3.65300283443233,3.71816709634114,3.7283817644949,3.75219370611442,3.79207434803559,3.65405146994613,3.69836586450751
"ENSMUSG00000041670",6.83803740035665,6.45712544630467,6.35417618972295,7.01865613773697,6.98984151764128,6.93740942282123,6.91428789020463
"ENSMUSG00000097970",5.78750606550123,5.77363929151164,5.76589204507223,5.84468562526487,5.70430205923214,5.72505069082306,5.69416188229682
"ENSMUSG00000026158",9.66333741620297,9.36568970332836,9.22405052057351,9.81215562145563,9.7232624667159,9.88695501720476,9.54746158787297
"ENSMUSG00000026156",6.08824344508979,6.09104318823511,6.17623308729544,6.07385730015902,6.10243985350949,5.9427607464182,6.03401722266673
"ENSMUSG00000026155",10.1071292241503,10.0819396547969,10.1234464117371,10.1803491581128,10.0577997953584,10.1685635305329,9.93989951792808
"ENSMUSG00000026154",9.13602797215331,8.91677087022652,9.00608788413512,8.98839555897923,9.02373579787363,9.13126965892612,9.15286640216944
"ENSMUSG00000026153",10.5755489599159,10.7728715414011,10.8036830679064,10.66175674778,10.8242067800944,10.6120439509382,10.745379299901
"ENSMUSG00000026147",8.82443050194472,8.77994904178666,8.73791941664334,10.5423470348868,10.4022008256071,10.3372164690563,10.5267903835616
"ENSMUSG00000100131",6.79188663484761,6.51623328947156,6.49415028180088,6.89617196335502,6.82815982682049,6.91445503031817,7.15248208339761
"ENSMUSG00000067736",5.06392439081704,4.95939665763838,4.82527032385301,4.93595112027557,5.0318812775856,4.99495870833945,5.10753235818882
"ENSMUSG00000101939",6.2662472077418,5.78047251182686,5.54421369342068,5.75546961303605,5.79577934487797,5.78476290973435,5.78964767592726
"ENSMUSG00000101111",7.51215261365117,6.85053910901753,6.89945510593718,7.56738498930766,7.73716428450462,7.73783578196464,7.68284870155812
"ENSMUSG00000100862",8.0431557933488,7.41392234501303,7.36674493716779,8.13687406366272,8.22211393718026,8.09116085403078,8.1258553897412
"ENSMUSG00000102070",7.7137337496127,7.1561355350754,7.08219165213976,7.87547086905911,7.9025196482373,7.83997886351346,7.81668224834157
"ENSMUSG00000101249",6.83125281916284,6.304271875051,6.31723670303218,7.13606782435579,7.19598068198107,7.32060601405089,6.60774832050282
"ENSMUSG00000073725",9.80625949981122,9.75911615403187,9.82186242535809,9.79158885157728,9.86087828489126,9.77092881588642,9.87752621217886
"ENSMUSG00000033569",5.2346646663384,4.99601740837943,5.00697311727671,5.2724916474148,5.36160716610722,5.23360791739914,5.11067746989321
"ENSMUSG00000086240",6.53517400477225,6.0539877771327,5.9616241129147,6.01697228489229,6.1246843981305,6.18632438597798,5.92667100494628
"ENSMUSG00000099492",4.921886197747,4.90941825049176,4.88279243566576,4.88094233320617,4.8337622332518,4.94091379455441,4.77281349832782
"ENSMUSG00000048874",11.4272784780459,11.6474462006751,11.6916408724056,11.5564199865049,11.6451170159336,11.5533580041215,11.6269958432438
"ENSMUSG00000026064",11.0441757178503,10.8282806662772,10.903510116466,10.9652251888187,10.9849508564705,10.9230920570626,10.9672959373
"ENSMUSG00000026058",4.59733682245795,4.48571573916911,4.37663237056132,4.58408548555739,4.60241288274194,4.57651814064842,4.54403193786374
"ENSMUSG00000026134",9.86627903219937,9.81962605526241,9.89641257704918,9.63905147366601,9.74813634100473,9.63258385250254,9.69564643334316
"ENSMUSG00000103746",4.54802010863158,4.58308443354584,4.53192953766347,4.56452239246911,4.51721794886293,4.4358903607173,4.5378474868743
"ENSMUSG00000004768",9.40762322344384,9.47117008129229,9.51612508621085,9.40821369044497,9.38867452235357,9.3165758918936,9.50136232511839
"ENSMUSG00000042215",11.3486051828347,11.4586930884717,11.5445684384699,11.0253209908762,11.0471473257495,11.0874974371841,11.1554116113023
"ENSMUSG00000042197",10.6314457719151,10.7508516595577,10.7167872168927,10.571016572657,10.7025797358501,10.5675175159931,10.6869479667375
"ENSMUSG00000042182",7.09202196423742,6.90079164712798,6.80509319784106,7.53228181797478,7.46030528498855,7.40140386055341,7.38045654030891
"ENSMUSG00000026131",11.3530131650939,12.074986569105,12.1318268849065,11.6399666900942,12.1101351051638,11.7951126702219,11.902699081076
"ENSMUSG00000096992",4.47165640199542,4.59869212095615,4.56347096411286,4.51260071004201,4.59219078946399,4.56921149876394,4.53389867482638
"ENSMUSG00000101462",4.03250185845097,4.04007901086465,3.96136592012462,4.15103166010294,4.0718598357158,4.09434789036254,4.01855211787471
"ENSMUSG00000102336",6.4175953256214,6.8040817015347,6.70116781483911,6.61791902693213,6.77699660398944,6.61445044556126,6.70085391753347
"ENSMUSG00000042111",10.4288666267793,10.3531962047465,10.3672960258941,10.2153083805647,10.2609381936251,10.2922225855527,10.1683266249602
"ENSMUSG00000026127",11.4554119919938,11.4319852779492,11.454585989081,11.1490661567727,11.1689878981382,11.2066117446959,11.1542308330115
"ENSMUSG00000026126",6.22599233220596,6.16886264334425,6.27407622208335,6.41869544686563,6.29960997375311,6.48000163460298,6.36692913486811
"ENSMUSG00000100280",3.91891225184277,3.95159183566857,3.86406980732251,4.06632854732784,3.92396056060049,3.9369530195997,3.90571167953336
"ENSMUSG00000026124",4.99779922046221,5.04229882973279,5.24501058344232,4.57146016493552,4.57127096604448,4.56304336702246,4.55991500764776
"ENSMUSG00000045174",3.95474130495479,3.87547995414117,3.92009300408565,3.94636505986259,3.85969185617364,3.91311980991138,3.77964397814306
"ENSMUSG00000037509",8.38558119146626,8.40141086555873,8.48804153943832,8.76913819874357,8.75500333290818,8.82760458346735,8.88809817072587
"ENSMUSG00000104002",5.36504431322972,5.35858004006142,5.26249531402973,5.35000244752085,5.27688711427539,5.28623323290403,5.31624499852682
"ENSMUSG00000037503",12.5966100967421,12.7374065021689,12.6837757646089,12.8674338328679,12.9231425955143,12.8023466035327,12.8563643869745
"ENSMUSG00000104358",4.24629855426505,4.52406640287195,4.48005705272592,4.29633570781141,4.40830781334632,4.32463945734261,4.32138789121908
"ENSMUSG00000026123",10.9146294758527,10.9332893353161,10.9480205156747,11.1017381901097,11.089594167685,11.0872645157574,11.2520776947475
"ENSMUSG00000045216",11.5256452425889,11.6365006207639,11.6954007051784,11.6661470715551,11.7072108192358,11.7069063476397,11.6869226119489
"ENSMUSG00000102202",4.06409107803969,4.07852918311331,4.19505154089274,4.12261924742236,4.1698447142349,4.14148080865256,4.08969518646595
"ENSMUSG00000037470",11.9209160962476,12.1635177097474,12.207110056441,11.8187739487565,11.9602751966611,11.8406736349458,12.0139658522864
"ENSMUSG00000047180",6.55568160825409,6.65275828708561,6.54256322666734,7.30131406936445,7.38523888248996,7.45901354065049,7.42926158034467
"ENSMUSG00000037447",7.52280585746111,7.43558222185783,7.21779733096017,8.50343335933974,8.31936722958764,8.28938158410397,8.36542591504327
"ENSMUSG00000010453",11.5918414550458,11.7949881613027,11.8378242469946,11.8674254156007,11.7574575691047,11.6878326395882,11.8806025970225
"ENSMUSG00000037432",7.81685208030315,7.90295580846169,7.94196154329898,7.75547178581131,7.74155526025844,7.70283053292187,7.80901547997107
"ENSMUSG00000001143",11.1389294409982,11.2192829976601,11.3275257702569,11.0370169468064,11.116874438837,11.0841031845749,11.2483471086964
"ENSMUSG00000037408",8.43983096352679,8.60096388766577,8.69997864558266,8.77364508447541,8.82721438581067,8.7504629680604,8.9317811675819
"ENSMUSG00000001138",9.47765178225717,9.53343476627875,9.63305286972118,9.50433514662712,9.51533566019649,9.58018771349598,9.58275758121493
"ENSMUSG00000067653",6.54400880837622,6.44637900625191,6.46416270866689,6.66952586357831,6.47707366940186,6.55830029006393,6.53333132204521
"ENSMUSG00000079610",8.35314334525447,8.3855658207987,8.4233867900645,8.44283664337274,8.41048691437155,8.42919448102608,8.37617798296858
"ENSMUSG00000026121",10.637049590124,10.6887059235938,10.7247067750773,10.6929489218301,10.6239864846294,10.6036910255329,10.7669916925103
"ENSMUSG00000087589",6.56167936168959,6.69139691021566,6.54963554492983,6.96267347490285,6.93272372174339,6.92390742081398,6.89181876338161
"ENSMUSG00000046337",4.74804811395767,4.77372186041615,4.72204618177285,4.99188801028953,4.95638497171996,4.96018083092746,4.85624171427367
"ENSMUSG00000061518",13.4389729777186,13.1754979874173,13.1756906232811,13.463460508661,13.5349048438477,13.7393469246731,13.2867193764182
"ENSMUSG00000037351",12.7902308578596,12.8535774901883,12.885334615755,12.6717035890369,12.6125418781929,12.6499769431016,12.6836904245687
"ENSMUSG00000026117",4.58315507601265,4.54472718985478,4.50316098786363,4.41534838958752,4.43620539102224,4.39443300625083,4.36763690794543
"ENSMUSG00000026116",11.1409012234946,11.5388585454494,11.6069862626782,11.0126025780108,11.1564594157642,11.0889732241466,11.2060072632492
"ENSMUSG00000026113",9.51171822883705,9.58478668494016,9.54740857445157,9.85274302384519,9.95845801932496,9.73658929362747,9.88617025310382
"ENSMUSG00000026112",12.5695720279527,12.6588698974099,12.6976200157853,12.2647127596379,12.3522450144243,12.2886079950773,12.3304352134447
"ENSMUSG00000026111",10.1425025835149,10.16656260529,10.1210884999774,10.0592896278428,10.1432915088327,10.1407357910489,10.228356412894
"ENSMUSG00000026110",8.04355971732863,8.06823126193346,8.04479072582423,8.47557648034019,8.61728059047651,8.46861419158428,8.63160062871745
"ENSMUSG00000026090",7.90193669891037,7.87152885219534,7.90739290863507,8.48666563763144,8.42020599814978,8.38358326002134,8.5049413353803
"ENSMUSG00000060771",8.33734395353034,8.22647434575862,8.21386418908343,8.17960275332479,8.27528733414616,8.13813872007397,8.11491526948491
"ENSMUSG00000037216",7.46543048442777,7.53836875837407,7.55510634407891,7.69890429326346,7.4441855155347,7.55941960219168,7.66530032578671
"ENSMUSG00000026088",8.47776550515978,8.17355841043862,8.21876330619184,8.42702536683496,8.33212018652047,8.4203129635173,8.31440550707377
"ENSMUSG00000026087",10.9976339257162,10.9141877312116,10.8532011706835,10.9147677113158,10.8699559862738,11.1231092926818,10.9764427040499
"ENSMUSG00000058407",11.4001590148448,11.2021516914831,11.209165468256,11.2630674942749,11.1648604849834,11.1546989680593,11.1339554492625
