"","e9-set3","e9-set5","e9-set6","e16-set3","e16-set4","e16-set5","e16-set6"
"ENSMUSG00000051951",5.06903056014943,4.96728317680606,4.91054050504198,5.34184867631948,5.64028012073718,5.40875912394226,5.54492488950654
"ENSMUSG00000025902",8.22495200066573,8.3167491304997,8.3167162515435,9.10498868304765,9.10793523727134,9.15233907881402,9.12865914606559
"ENSMUSG00000103922",4.56234040559998,4.40228451644947,4.39085610507792,4.64398384162712,4.66303342255808,4.71460412208557,4.65154182466461
"ENSMUSG00000033845",11.1276081460757,10.9943379514356,11.0192092569512,10.8450304806238,10.7655264143518,10.7722749224695,10.9448263901745
"ENSMUSG00000102275",4.59979271471596,4.37684418983813,4.32359592424449,4.22636242749829,4.31030156674087,4.10834576163387,4.14463522739907
"ENSMUSG00000025903",11.8394565660489,11.5240437091838,11.5403476866616,11.4736921524934,11.4197217988212,11.4624852135564,11.5233958566375
"ENSMUSG00000033813",11.8260660803039,11.7566312547361,11.7948892718336,11.4341126663102,11.407543465047,11.5705868376932,11.5247004987152
"ENSMUSG00000062588",4.53261680627304,4.3113505298281,4.39075147474043,4.40629349185579,4.38981954936918,4.32897579053071,4.40062793470862
"ENSMUSG00000033793",10.7005035774921,10.5298637274179,10.5703930207196,10.4013879577337,10.356189445731,10.3912120851108,10.4161365982956
"ENSMUSG00000025905",6.48285912938537,6.61481908973174,6.35227741658735,5.07197092587953,5.01918572742592,5.29524270980483,5.07661122797287
"ENSMUSG00000025907",10.5849841345539,10.5728998085726,10.6189284501955,10.4818228257608,10.4499409195455,10.5348014653599,10.392799549692
"ENSMUSG00000090031",7.30824055168116,7.29259040035678,7.47576784146703,7.11242532382627,7.23133981977201,7.22378734645892,6.82275917564138
"ENSMUSG00000051285",10.2522538275428,10.2386878114899,10.1866544235873,10.4683485654314,10.5099785269596,10.5808039365066,10.4352546707234
"ENSMUSG00000103509",4.90319016545039,5.5763157320816,5.63629931005077,5.05196680096314,5.351660850216,5.2957650411431,5.09654949683669
"ENSMUSG00000097797",4.31459455879259,4.18905456648263,4.21823661870005,4.09627328985211,4.20737771139345,4.18090990584361,4.21630293737269
"ENSMUSG00000025909",3.99321732882379,3.92606254891824,3.9265031769608,4.26096565118041,4.49986395381956,4.38947271850441,4.51887151762285
"ENSMUSG00000061024",10.7610855662018,10.8031432439225,10.766174268147,10.2508424179957,10.3215270389017,10.2444978410723,10.3938764159193
"ENSMUSG00000025911",6.7598694798219,6.66234271613747,6.59812514325966,9.3076343104373,9.16770635493771,9.02868908359187,9.14776726968602
"ENSMUSG00000079671",4.1751486035332,4.19721890472178,4.23179753116127,4.55745976226891,4.70799649535589,4.61742497365484,4.49937814446622
"ENSMUSG00000067879",3.68627620750455,3.53695004867588,3.55500938065128,3.81440792520208,3.88883036912442,3.7579342580183,3.94792638337865
"ENSMUSG00000025912",7.86409993405699,7.71497520125975,7.8348334132971,8.23495155346133,8.14460285421714,8.16085557722339,7.99273677072244
"ENSMUSG00000045210",10.2888295961663,10.3065084565326,10.3980950332166,10.1235814580319,10.0675889313281,10.1956262122817,10.0415743055524
"ENSMUSG00000097893",4.60800027378514,4.98519731610917,4.87691570780232,4.67132053643974,4.91927325700037,4.76092767269513,4.87405520359889
"ENSMUSG00000025915",8.68729014543933,8.60123298548515,8.44110792211314,9.27570701957312,8.96722222410009,9.24406859810826,9.21377765810073
"ENSMUSG00000046101",4.15442689524789,4.1563845787652,4.09640155147466,3.89665373347772,3.87333606476747,3.84944064084443,3.79114374073541
"ENSMUSG00000098234",9.3391029636074,9.25421141421556,9.21478734180823,9.02575665942188,8.91170492940339,8.86043353466573,8.90219829459707
"ENSMUSG00000099032",7.32765795720715,7.38600801889673,7.45949824965443,6.65215735798309,6.86009468864877,6.86617023510443,6.72292676381227
"ENSMUSG00000025917",12.0117409491495,11.9123257782755,11.8995316429019,11.8226380070328,11.7685985505358,11.7903545145123,11.9178073541924
"ENSMUSG00000056763",9.50172377753849,9.60738046114022,9.64597962673891,9.03693761543228,9.13838605160731,9.19930007485789,8.84053252865724
"ENSMUSG00000067851",11.8252267639974,12.027504958727,12.1241132995709,11.4833924649852,11.5831028290387,11.7361393095991,11.6083381389213
"ENSMUSG00000048960",8.88839252520335,9.12710254212167,9.31475426725485,8.89647111015195,9.14470419678787,9.24774421981859,9.1509885845178
"ENSMUSG00000057715",3.93548827432248,3.79724144775481,3.74632075718955,4.02375643388591,4.06569659885997,4.12019631945865,4.18936011349981
"ENSMUSG00000016918",10.3900170872457,10.5128727905071,10.3880091824748,11.5435179994369,11.6104057022337,11.7921252361674,11.704164402995
"ENSMUSG00000025938",6.84410432964909,7.13900196858591,6.91110960080882,6.31985329728826,6.27776622994755,6.35961194749226,6.41943973574924
"ENSMUSG00000005886",10.8421914476028,11.2610207577322,11.2346648251666,10.9551501902556,11.1625765356255,11.1567442068699,11.1853329114026
